Index, Month, DayOfMonth, Hour
1662,3,11,6
1663,3,11,7
1664,3,11,8
1665,3,11,9
1666,3,11,10
1667,3,11,11
1668,3,11,12
1669,3,11,13
1670,3,11,14
1671,3,11,15
1672,3,11,16
1673,3,11,17
1674,3,11,18
1675,3,11,19
1676,3,11,20
1677,3,11,21
1678,3,11,22
1679,3,11,23
1680,3,12,0
1681,3,12,1
1682,3,12,2
1683,3,12,3
1684,3,12,4
1685,3,12,5
1686,3,12,6
1687,3,12,7
1688,3,12,8
1689,3,12,9
1690,3,12,10
1691,3,12,11
1692,3,12,12
1693,3,12,13
1694,3,12,14
1695,3,12,15
1696,3,12,16
1697,3,12,17
1698,3,12,18
1699,3,12,19
1700,3,12,20
1701,3,12,21
1702,3,12,22
1703,3,12,23
1704,3,13,0
1705,3,13,1
1706,3,13,2
1707,3,13,3
1708,3,13,4
1709,3,13,5
1710,3,13,6
1711,3,13,7
1712,3,13,8
1713,3,13,9
1714,3,13,10
1715,3,13,11
1716,3,13,12
1717,3,13,13
1718,3,13,14
1719,3,13,15
1720,3,13,16
1721,3,13,17
1722,3,13,18
1723,3,13,19
1724,3,13,20
1725,3,13,21
1726,3,13,22
1727,3,13,23
1728,3,14,0
1729,3,14,1
1730,3,14,2
1731,3,14,3
1732,3,14,4
1733,3,14,5
1734,3,14,6
1735,3,14,7
1736,3,14,8
1737,3,14,9
1738,3,14,10
1739,3,14,11
1740,3,14,12
1741,3,14,13
1742,3,14,14
1743,3,14,15
1744,3,14,16
1745,3,14,17
1746,3,14,18
1747,3,14,19
1748,3,14,20
1749,3,14,21
1750,3,14,22
1751,3,14,23
1752,3,15,0
1753,3,15,1
1754,3,15,2
1755,3,15,3
1756,3,15,4
1757,3,15,5
1758,3,15,6
1759,3,15,7
1760,3,15,8
1761,3,15,9
1762,3,15,10
1763,3,15,11
1764,3,15,12
1765,3,15,13
1766,3,15,14
1767,3,15,15
1768,3,15,16
1769,3,15,17
1770,3,15,18
1771,3,15,19
1772,3,15,20
1773,3,15,21
1774,3,15,22
1775,3,15,23
1776,3,16,0
1777,3,16,1
1778,3,16,2
1779,3,16,3
1780,3,16,4
1781,3,16,5
1782,3,16,6
1783,3,16,7
1784,3,16,8
1785,3,16,9
1786,3,16,10
1787,3,16,11
1788,3,16,12
1789,3,16,13
1790,3,16,14
1791,3,16,15
1792,3,16,16
1793,3,16,17
1794,3,16,18
1795,3,16,19
1796,3,16,20
1797,3,16,21
1798,3,16,22
1799,3,16,23
1800,3,17,0
1801,3,17,1
1802,3,17,2
1803,3,17,3
1804,3,17,4
1805,3,17,5
1806,3,17,6
1807,3,17,7
1808,3,17,8
1809,3,17,9
1810,3,17,10
1811,3,17,11
1812,3,17,12
1813,3,17,13
1814,3,17,14
1815,3,17,15
1816,3,17,16
1817,3,17,17
1818,3,17,18
1819,3,17,19
1820,3,17,20
1821,3,17,21
1822,3,17,22
1823,3,17,23
1824,3,18,0
1825,3,18,1
1826,3,18,2
1827,3,18,3
1828,3,18,4
1829,3,18,5
1830,3,18,6
1831,3,18,7
1832,3,18,8
1833,3,18,9
1834,3,18,10
1835,3,18,11
1836,3,18,12
1837,3,18,13
1838,3,18,14
1839,3,18,15
1840,3,18,16
1841,3,18,17
1842,3,18,18
1843,3,18,19
1844,3,18,20
1845,3,18,21
1846,3,18,22
1847,3,18,23
1848,3,19,0
1849,3,19,1
1850,3,19,2
1851,3,19,3
1852,3,19,4
1853,3,19,5
1854,3,19,6
1855,3,19,7
1856,3,19,8
1857,3,19,9
1858,3,19,10
1859,3,19,11
1860,3,19,12
1861,3,19,13
1862,3,19,14
1863,3,19,15
1864,3,19,16
1865,3,19,17
1866,3,19,18
1867,3,19,19
1868,3,19,20
1869,3,19,21
1870,3,19,22
1871,3,19,23
1872,3,20,0
1873,3,20,1
1874,3,20,2
1875,3,20,3
1876,3,20,4
1877,3,20,5
1878,3,20,6
1879,3,20,7
1880,3,20,8
1881,3,20,9
1882,3,20,10
1883,3,20,11
1884,3,20,12
1885,3,20,13
1886,3,20,14
1887,3,20,15
1888,3,20,16
1889,3,20,17
1890,3,20,18
1891,3,20,19
1892,3,20,20
1893,3,20,21
1894,3,20,22
1895,3,20,23
1896,3,21,0
1897,3,21,1
1898,3,21,2
1899,3,21,3
1900,3,21,4
1901,3,21,5
1902,3,21,6
1903,3,21,7
1904,3,21,8
1905,3,21,9
1906,3,21,10
1907,3,21,11
1908,3,21,12
1909,3,21,13
1910,3,21,14
1911,3,21,15
1912,3,21,16
1913,3,21,17
1914,3,21,18
1915,3,21,19
1916,3,21,20
1917,3,21,21
1918,3,21,22
1919,3,21,23
1920,3,22,0
1921,3,22,1
1922,3,22,2
1923,3,22,3
1924,3,22,4
1925,3,22,5
1926,3,22,6
1927,3,22,7
1928,3,22,8
1929,3,22,9
1930,3,22,10
1931,3,22,11
1932,3,22,12
1933,3,22,13
1934,3,22,14
1935,3,22,15
1936,3,22,16
1937,3,22,17
1938,3,22,18
1939,3,22,19
1940,3,22,20
1941,3,22,21
1942,3,22,22
1943,3,22,23
1944,3,23,0
1945,3,23,1
1946,3,23,2
1947,3,23,3
1948,3,23,4
1949,3,23,5
1950,3,23,6
1951,3,23,7
1952,3,23,8
1953,3,23,9
1954,3,23,10
1955,3,23,11
1956,3,23,12
1957,3,23,13
1958,3,23,14
1959,3,23,15
1960,3,23,16
1961,3,23,17
1962,3,23,18
1963,3,23,19
1964,3,23,20
1965,3,23,21
1966,3,23,22
1967,3,23,23
1968,3,24,0
1969,3,24,1
1970,3,24,2
1971,3,24,3
1972,3,24,4
1973,3,24,5
1974,3,24,6
1975,3,24,7
1976,3,24,8
1977,3,24,9
1978,3,24,10
1979,3,24,11
1980,3,24,12
1981,3,24,13
1982,3,24,14
1983,3,24,15
1984,3,24,16
1985,3,24,17
1986,3,24,18
1987,3,24,19
1988,3,24,20
1989,3,24,21
1990,3,24,22
1991,3,24,23
1992,3,25,0
1993,3,25,1
1994,3,25,2
1995,3,25,3
1996,3,25,4
1997,3,25,5
1998,3,25,6
1999,3,25,7
2000,3,25,8
2001,3,25,9
2002,3,25,10
2003,3,25,11
2004,3,25,12
2005,3,25,13
2006,3,25,14
2007,3,25,15
2008,3,25,16
2009,3,25,17
2010,3,25,18
2011,3,25,19
2012,3,25,20
2013,3,25,21
2014,3,25,22
2015,3,25,23
2016,3,26,0
2017,3,26,1
2018,3,26,2
2019,3,26,3
2020,3,26,4
2021,3,26,5
2022,3,26,6
2023,3,26,7
2024,3,26,8
2025,3,26,9
2026,3,26,10
2027,3,26,11
2028,3,26,12
2029,3,26,13
2030,3,26,14
2031,3,26,15
2032,3,26,16
2033,3,26,17
2034,3,26,18
2035,3,26,19
2036,3,26,20
2037,3,26,21
2038,3,26,22
2039,3,26,23
2040,3,27,0
2041,3,27,1
2042,3,27,2
2043,3,27,3
2044,3,27,4
2045,3,27,5
2046,3,27,6
2047,3,27,7
2048,3,27,8
2049,3,27,9
2050,3,27,10
2051,3,27,11
2052,3,27,12
2053,3,27,13
2054,3,27,14
2055,3,27,15
2056,3,27,16
2057,3,27,17
2058,3,27,18
2059,3,27,19
2060,3,27,20
2061,3,27,21
2062,3,27,22
2063,3,27,23
2064,3,28,0
2065,3,28,1
2066,3,28,2
2067,3,28,3
2068,3,28,4
2069,3,28,5
2070,3,28,6
2071,3,28,7
2072,3,28,8
2073,3,28,9
2074,3,28,10
2075,3,28,11
2076,3,28,12
2077,3,28,13
2078,3,28,14
2079,3,28,15
2080,3,28,16
2081,3,28,17
2082,3,28,18
2083,3,28,19
2084,3,28,20
2085,3,28,21
2086,3,28,22
2087,3,28,23
2088,3,29,0
2089,3,29,1
2090,3,29,2
2091,3,29,3
2092,3,29,4
2093,3,29,5
2094,3,29,6
2095,3,29,7
2096,3,29,8
2097,3,29,9
2098,3,29,10
2099,3,29,11
2100,3,29,12
2101,3,29,13
2102,3,29,14
2103,3,29,15
2104,3,29,16
2105,3,29,17
2106,3,29,18
2107,3,29,19
2108,3,29,20
2109,3,29,21
2110,3,29,22
2111,3,29,23
2112,3,30,0
2113,3,30,1
2114,3,30,2
2115,3,30,3
2116,3,30,4
2117,3,30,5
2118,3,30,6
2119,3,30,7
2120,3,30,8
2121,3,30,9
2122,3,30,10
2123,3,30,11
2124,3,30,12
2125,3,30,13
2126,3,30,14
2127,3,30,15
2128,3,30,16
2129,3,30,17
2130,3,30,18
2131,3,30,19
2132,3,30,20
2133,3,30,21
2134,3,30,22
2135,3,30,23
2136,3,31,0
2137,3,31,1
2138,3,31,2
2139,3,31,3
2140,3,31,4
2141,3,31,5
2142,3,31,6
2143,3,31,7
2144,3,31,8
2145,3,31,9
2146,3,31,10
2147,3,31,11
2148,3,31,12
2149,3,31,13
2150,3,31,14
2151,3,31,15
2152,3,31,16
2153,3,31,17
2154,3,31,18
2155,3,31,19
2156,3,31,20
2157,3,31,21
2158,3,31,22
2159,3,31,23
2160,4,1,0
2161,4,1,1
2162,4,1,2
2163,4,1,3
2164,4,1,4
2165,4,1,5
2166,4,1,6
2167,4,1,7
2168,4,1,8
2169,4,1,9
2170,4,1,10
2171,4,1,11
2172,4,1,12
2173,4,1,13
2174,4,1,14
2175,4,1,15
2176,4,1,16
2177,4,1,17
2178,4,1,18
2179,4,1,19
2180,4,1,20
2181,4,1,21
2182,4,1,22
2183,4,1,23
2184,4,2,0
2185,4,2,1
2186,4,2,2
2187,4,2,3
2188,4,2,4
2189,4,2,5
2190,4,2,6
2191,4,2,7
2192,4,2,8
2193,4,2,9
2194,4,2,10
2195,4,2,11
2196,4,2,12
2197,4,2,13
2198,4,2,14
2199,4,2,15
2200,4,2,16
2201,4,2,17
2202,4,2,18
2203,4,2,19
2204,4,2,20
2205,4,2,21
2206,4,2,22
2207,4,2,23
2208,4,3,0
2209,4,3,1
2210,4,3,2
2211,4,3,3
2212,4,3,4
2213,4,3,5
2214,4,3,6
2215,4,3,7
2216,4,3,8
2217,4,3,9
2218,4,3,10
2219,4,3,11
2220,4,3,12
2221,4,3,13
2222,4,3,14
2223,4,3,15
2224,4,3,16
2225,4,3,17
2226,4,3,18
2227,4,3,19
2228,4,3,20
2229,4,3,21
2230,4,3,22
2231,4,3,23
2232,4,4,0
2233,4,4,1
2234,4,4,2
2235,4,4,3
2236,4,4,4
2237,4,4,5
2238,4,4,6
2239,4,4,7
2240,4,4,8
2241,4,4,9
2242,4,4,10
2243,4,4,11
2244,4,4,12
2245,4,4,13
2246,4,4,14
2247,4,4,15
2248,4,4,16
2249,4,4,17
2250,4,4,18
2251,4,4,19
2252,4,4,20
2253,4,4,21
2254,4,4,22
2255,4,4,23
2256,4,5,0
2257,4,5,1
2258,4,5,2
2259,4,5,3
2260,4,5,4
2261,4,5,5
2262,4,5,6
2263,4,5,7
2264,4,5,8
2265,4,5,9
2266,4,5,10
2267,4,5,11
2268,4,5,12
2269,4,5,13
2270,4,5,14
2271,4,5,15
2272,4,5,16
2273,4,5,17
2274,4,5,18
2275,4,5,19
2276,4,5,20
2277,4,5,21
2278,4,5,22
2279,4,5,23
2280,4,6,0
2281,4,6,1
2282,4,6,2
2283,4,6,3
2284,4,6,4
2285,4,6,5
2286,4,6,6
2287,4,6,7
2288,4,6,8
2289,4,6,9
2290,4,6,10
2291,4,6,11
2292,4,6,12
2293,4,6,13
2294,4,6,14
2295,4,6,15
2296,4,6,16
2297,4,6,17
2298,4,6,18
2299,4,6,19
2300,4,6,20
2301,4,6,21
2302,4,6,22
2303,4,6,23
2304,4,7,0
2305,4,7,1
2306,4,7,2
2307,4,7,3
2308,4,7,4
2309,4,7,5
2310,4,7,6
2311,4,7,7
2312,4,7,8
2313,4,7,9
2314,4,7,10
2315,4,7,11
2316,4,7,12
2317,4,7,13
2318,4,7,14
2319,4,7,15
2320,4,7,16
2321,4,7,17
2322,4,7,18
2323,4,7,19
2324,4,7,20
2325,4,7,21
2326,4,7,22
2327,4,7,23
2328,4,8,0
2329,4,8,1
2330,4,8,2
2331,4,8,3
2332,4,8,4
2333,4,8,5
2334,4,8,6
2335,4,8,7
2336,4,8,8
2337,4,8,9
2338,4,8,10
2339,4,8,11
2340,4,8,12
2341,4,8,13
2342,4,8,14
2343,4,8,15
2344,4,8,16
2345,4,8,17
2346,4,8,18
2347,4,8,19
2348,4,8,20
2349,4,8,21
2350,4,8,22
2351,4,8,23
2352,4,9,0
2353,4,9,1
2354,4,9,2
2355,4,9,3
2356,4,9,4
2357,4,9,5
2358,4,9,6
2359,4,9,7
2360,4,9,8
2361,4,9,9
2362,4,9,10
2363,4,9,11
2364,4,9,12
2365,4,9,13
2366,4,9,14
2367,4,9,15
2368,4,9,16
2369,4,9,17
2370,4,9,18
2371,4,9,19
2372,4,9,20
2373,4,9,21
2374,4,9,22
2375,4,9,23
2376,4,10,0
2377,4,10,1
2378,4,10,2
2379,4,10,3
2380,4,10,4
2381,4,10,5
2382,4,10,6
2383,4,10,7
2384,4,10,8
2385,4,10,9
2386,4,10,10
2387,4,10,11
2388,4,10,12
2389,4,10,13
2390,4,10,14
2391,4,10,15
2392,4,10,16
2393,4,10,17
2394,4,10,18
2395,4,10,19
2396,4,10,20
2397,4,10,21
2398,4,10,22
2399,4,10,23
2400,4,11,0
2401,4,11,1
2402,4,11,2
2403,4,11,3
2404,4,11,4
2405,4,11,5
2406,4,11,6
2407,4,11,7
2408,4,11,8
2409,4,11,9
2410,4,11,10
2411,4,11,11
2412,4,11,12
2413,4,11,13
2414,4,11,14
2415,4,11,15
2416,4,11,16
2417,4,11,17
2418,4,11,18
2419,4,11,19
2420,4,11,20
2421,4,11,21
2422,4,11,22
2423,4,11,23
2424,4,12,0
2425,4,12,1
2426,4,12,2
2427,4,12,3
2428,4,12,4
2429,4,12,5
2430,4,12,6
2431,4,12,7
2432,4,12,8
2433,4,12,9
2434,4,12,10
2435,4,12,11
2436,4,12,12
2437,4,12,13
2438,4,12,14
2439,4,12,15
2440,4,12,16
2441,4,12,17
2442,4,12,18
2443,4,12,19
2444,4,12,20
2445,4,12,21
2446,4,12,22
2447,4,12,23
2448,4,13,0
2449,4,13,1
2450,4,13,2
2451,4,13,3
2452,4,13,4
2453,4,13,5
2454,4,13,6
2455,4,13,7
2456,4,13,8
2457,4,13,9
2458,4,13,10
2459,4,13,11
2460,4,13,12
2461,4,13,13
2462,4,13,14
2463,4,13,15
2464,4,13,16
2465,4,13,17
2466,4,13,18
2467,4,13,19
2468,4,13,20
2469,4,13,21
2470,4,13,22
2471,4,13,23
2472,4,14,0
2473,4,14,1
2474,4,14,2
2475,4,14,3
2476,4,14,4
2477,4,14,5
2478,4,14,6
2479,4,14,7
2480,4,14,8
2481,4,14,9
2482,4,14,10
2483,4,14,11
2484,4,14,12
2485,4,14,13
2486,4,14,14
2487,4,14,15
2488,4,14,16
2489,4,14,17
2490,4,14,18
2491,4,14,19
2492,4,14,20
2493,4,14,21
2494,4,14,22
2495,4,14,23
2496,4,15,0
2497,4,15,1
2498,4,15,2
2499,4,15,3
2500,4,15,4
2501,4,15,5
2502,4,15,6
2503,4,15,7
2504,4,15,8
2505,4,15,9
2506,4,15,10
2507,4,15,11
2508,4,15,12
2509,4,15,13
2510,4,15,14
2511,4,15,15
2512,4,15,16
2513,4,15,17
2514,4,15,18
2515,4,15,19
2516,4,15,20
2517,4,15,21
2518,4,15,22
2519,4,15,23
2520,4,16,0
2521,4,16,1
2522,4,16,2
2523,4,16,3
2524,4,16,4
2525,4,16,5
2526,4,16,6
2527,4,16,7
2528,4,16,8
2529,4,16,9
2530,4,16,10
2531,4,16,11
2532,4,16,12
2533,4,16,13
2534,4,16,14
2535,4,16,15
2536,4,16,16
2537,4,16,17
2538,4,16,18
2539,4,16,19
2540,4,16,20
2541,4,16,21
2542,4,16,22
2543,4,16,23
2544,4,17,0
2545,4,17,1
2546,4,17,2
2547,4,17,3
2548,4,17,4
2549,4,17,5
2550,4,17,6
2551,4,17,7
2552,4,17,8
2553,4,17,9
2554,4,17,10
2555,4,17,11
2556,4,17,12
2557,4,17,13
2558,4,17,14
2559,4,17,15
2560,4,17,16
2561,4,17,17
2562,4,17,18
2563,4,17,19
2564,4,17,20
2565,4,17,21
2566,4,17,22
2567,4,17,23
2568,4,18,0
2569,4,18,1
2570,4,18,2
2571,4,18,3
2572,4,18,4
2573,4,18,5
2574,4,18,6
2575,4,18,7
2576,4,18,8
2577,4,18,9
2578,4,18,10
2579,4,18,11
2580,4,18,12
2581,4,18,13
2582,4,18,14
2583,4,18,15
2584,4,18,16
2585,4,18,17
2586,4,18,18
2587,4,18,19
2588,4,18,20
2589,4,18,21
2590,4,18,22
2591,4,18,23
2592,4,19,0
2593,4,19,1
2594,4,19,2
2595,4,19,3
2596,4,19,4
2597,4,19,5
2598,4,19,6
2599,4,19,7
2600,4,19,8
2601,4,19,9
2602,4,19,10
2603,4,19,11
2604,4,19,12
2605,4,19,13
2606,4,19,14
2607,4,19,15
2608,4,19,16
2609,4,19,17
2610,4,19,18
2611,4,19,19
2612,4,19,20
2613,4,19,21
2614,4,19,22
2615,4,19,23
2616,4,20,0
2617,4,20,1
2618,4,20,2
2619,4,20,3
2620,4,20,4
2621,4,20,5
2622,4,20,6
2623,4,20,7
2624,4,20,8
2625,4,20,9
2626,4,20,10
2627,4,20,11
2628,4,20,12
2629,4,20,13
2630,4,20,14
2631,4,20,15
2632,4,20,16
2633,4,20,17
2634,4,20,18
2635,4,20,19
2636,4,20,20
2637,4,20,21
2638,4,20,22
2639,4,20,23
2640,4,21,0
2641,4,21,1
2642,4,21,2
2643,4,21,3
2644,4,21,4
2645,4,21,5
2646,4,21,6
2647,4,21,7
2648,4,21,8
2649,4,21,9
2650,4,21,10
2651,4,21,11
2652,4,21,12
2653,4,21,13
2654,4,21,14
2655,4,21,15
2656,4,21,16
2657,4,21,17
2658,4,21,18
2659,4,21,19
2660,4,21,20
2661,4,21,21
2662,4,21,22
2663,4,21,23
2664,4,22,0
2665,4,22,1
2666,4,22,2
2667,4,22,3
2668,4,22,4
2669,4,22,5
2670,4,22,6
2671,4,22,7
2672,4,22,8
2673,4,22,9
2674,4,22,10
2675,4,22,11
2676,4,22,12
2677,4,22,13
2678,4,22,14
2679,4,22,15
2680,4,22,16
2681,4,22,17
2682,4,22,18
2683,4,22,19
2684,4,22,20
2685,4,22,21
2686,4,22,22
2687,4,22,23
2688,4,23,0
2689,4,23,1
2690,4,23,2
2691,4,23,3
2692,4,23,4
2693,4,23,5
2694,4,23,6
2695,4,23,7
2696,4,23,8
2697,4,23,9
2698,4,23,10
2699,4,23,11
2700,4,23,12
2701,4,23,13
2702,4,23,14
2703,4,23,15
2704,4,23,16
2705,4,23,17
2706,4,23,18
2707,4,23,19
2708,4,23,20
2709,4,23,21
2710,4,23,22
2711,4,23,23
2712,4,24,0
2713,4,24,1
2714,4,24,2
2715,4,24,3
2716,4,24,4
2717,4,24,5
2718,4,24,6
2719,4,24,7
2720,4,24,8
2721,4,24,9
2722,4,24,10
2723,4,24,11
2724,4,24,12
2725,4,24,13
2726,4,24,14
2727,4,24,15
2728,4,24,16
2729,4,24,17
2730,4,24,18
2731,4,24,19
2732,4,24,20
2733,4,24,21
2734,4,24,22
2735,4,24,23
2736,4,25,0
2737,4,25,1
2738,4,25,2
2739,4,25,3
2740,4,25,4
2741,4,25,5
2742,4,25,6
2743,4,25,7
2744,4,25,8
2745,4,25,9
2746,4,25,10
2747,4,25,11
2748,4,25,12
2749,4,25,13
2750,4,25,14
2751,4,25,15
2752,4,25,16
2753,4,25,17
2754,4,25,18
2755,4,25,19
2756,4,25,20
2757,4,25,21
2758,4,25,22
2759,4,25,23
2760,4,26,0
2761,4,26,1
2762,4,26,2
2763,4,26,3
2764,4,26,4
2765,4,26,5
2766,4,26,6
2767,4,26,7
2768,4,26,8
2769,4,26,9
2770,4,26,10
2771,4,26,11
2772,4,26,12
2773,4,26,13
2774,4,26,14
2775,4,26,15
2776,4,26,16
2777,4,26,17
2778,4,26,18
2779,4,26,19
2780,4,26,20
2781,4,26,21
2782,4,26,22
2783,4,26,23
2784,4,27,0
2785,4,27,1
2786,4,27,2
2787,4,27,3
2788,4,27,4
2789,4,27,5
2790,4,27,6
2791,4,27,7
2792,4,27,8
2793,4,27,9
2794,4,27,10
2795,4,27,11
2796,4,27,12
2797,4,27,13
2798,4,27,14
2799,4,27,15
2800,4,27,16
2801,4,27,17
2802,4,27,18
2803,4,27,19
2804,4,27,20
2805,4,27,21
2806,4,27,22
2807,4,27,23
2808,4,28,0
2809,4,28,1
2810,4,28,2
2811,4,28,3
2812,4,28,4
2813,4,28,5
2814,4,28,6
2815,4,28,7
2816,4,28,8
2817,4,28,9
2818,4,28,10
2819,4,28,11
2820,4,28,12
2821,4,28,13
2822,4,28,14
2823,4,28,15
2824,4,28,16
2825,4,28,17
2826,4,28,18
2827,4,28,19
2828,4,28,20
2829,4,28,21
2830,4,28,22
2831,4,28,23
2832,4,29,0
2833,4,29,1
2834,4,29,2
2835,4,29,3
2836,4,29,4
2837,4,29,5
2838,4,29,6
2839,4,29,7
2840,4,29,8
2841,4,29,9
2842,4,29,10
2843,4,29,11
2844,4,29,12
2845,4,29,13
2846,4,29,14
2847,4,29,15
2848,4,29,16
2849,4,29,17
2850,4,29,18
2851,4,29,19
2852,4,29,20
2853,4,29,21
2854,4,29,22
2855,4,29,23
2856,4,30,0
2857,4,30,1
2858,4,30,2
2859,4,30,3
2860,4,30,4
2861,4,30,5
2862,4,30,6
2863,4,30,7
2864,4,30,8
2865,4,30,9
2866,4,30,10
2867,4,30,11
2868,4,30,12
2869,4,30,13
2870,4,30,14
2871,4,30,15
2872,4,30,16
2873,4,30,17
2874,4,30,18
2875,4,30,19
2876,4,30,20
2877,4,30,21
2878,4,30,22
2879,4,30,23
2880,5,1,0
2881,5,1,1
2882,5,1,2
2883,5,1,3
2884,5,1,4
2885,5,1,5
2886,5,1,6
2887,5,1,7
2888,5,1,8
2889,5,1,9
2890,5,1,10
2891,5,1,11
2892,5,1,12
2893,5,1,13
2894,5,1,14
2895,5,1,15
2896,5,1,16
2897,5,1,17
2898,5,1,18
2899,5,1,19
2900,5,1,20
2901,5,1,21
2902,5,1,22
2903,5,1,23
2904,5,2,0
2905,5,2,1
2906,5,2,2
2907,5,2,3
2908,5,2,4
2909,5,2,5
2910,5,2,6
2911,5,2,7
2912,5,2,8
2913,5,2,9
2914,5,2,10
2915,5,2,11
2916,5,2,12
2917,5,2,13
2918,5,2,14
2919,5,2,15
2920,5,2,16
2921,5,2,17
2922,5,2,18
2923,5,2,19
2924,5,2,20
2925,5,2,21
2926,5,2,22
2927,5,2,23
2928,5,3,0
2929,5,3,1
2930,5,3,2
2931,5,3,3
2932,5,3,4
2933,5,3,5
2934,5,3,6
2935,5,3,7
2936,5,3,8
2937,5,3,9
2938,5,3,10
2939,5,3,11
2940,5,3,12
2941,5,3,13
2942,5,3,14
2943,5,3,15
2944,5,3,16
2945,5,3,17
2946,5,3,18
2947,5,3,19
2948,5,3,20
2949,5,3,21
2950,5,3,22
2951,5,3,23
2952,5,4,0
2953,5,4,1
2954,5,4,2
2955,5,4,3
2956,5,4,4
2957,5,4,5
2958,5,4,6
2959,5,4,7
2960,5,4,8
2961,5,4,9
2962,5,4,10
2963,5,4,11
2964,5,4,12
2965,5,4,13
2966,5,4,14
2967,5,4,15
2968,5,4,16
2969,5,4,17
2970,5,4,18
2971,5,4,19
2972,5,4,20
2973,5,4,21
2974,5,4,22
2975,5,4,23
2976,5,5,0
2977,5,5,1
2978,5,5,2
2979,5,5,3
2980,5,5,4
2981,5,5,5
2982,5,5,6
2983,5,5,7
2984,5,5,8
2985,5,5,9
2986,5,5,10
2987,5,5,11
2988,5,5,12
2989,5,5,13
2990,5,5,14
2991,5,5,15
2992,5,5,16
2993,5,5,17
2994,5,5,18
2995,5,5,19
2996,5,5,20
2997,5,5,21
2998,5,5,22
2999,5,5,23
3000,5,6,0
3001,5,6,1
3002,5,6,2
3003,5,6,3
3004,5,6,4
3005,5,6,5
3006,5,6,6
3007,5,6,7
3008,5,6,8
3009,5,6,9
3010,5,6,10
3011,5,6,11
3012,5,6,12
3013,5,6,13
3014,5,6,14
3015,5,6,15
3016,5,6,16
3017,5,6,17
3018,5,6,18
3019,5,6,19
3020,5,6,20
3021,5,6,21
3022,5,6,22
3023,5,6,23
3024,5,7,0
3025,5,7,1
3026,5,7,2
3027,5,7,3
3028,5,7,4
3029,5,7,5
3030,5,7,6
3031,5,7,7
3032,5,7,8
3033,5,7,9
3034,5,7,10
3035,5,7,11
3036,5,7,12
3037,5,7,13
3038,5,7,14
3039,5,7,15
3040,5,7,16
3041,5,7,17
3042,5,7,18
3043,5,7,19
3044,5,7,20
3045,5,7,21
3046,5,7,22
3047,5,7,23
3048,5,8,0
3049,5,8,1
3050,5,8,2
3051,5,8,3
3052,5,8,4
3053,5,8,5
3054,5,8,6
3055,5,8,7
3056,5,8,8
3057,5,8,9
3058,5,8,10
3059,5,8,11
3060,5,8,12
3061,5,8,13
3062,5,8,14
3063,5,8,15
3064,5,8,16
3065,5,8,17
3066,5,8,18
3067,5,8,19
3068,5,8,20
3069,5,8,21
3070,5,8,22
3071,5,8,23
3072,5,9,0
3073,5,9,1
3074,5,9,2
3075,5,9,3
3076,5,9,4
3077,5,9,5
3078,5,9,6
3079,5,9,7
3080,5,9,8
3081,5,9,9
3082,5,9,10
3083,5,9,11
3084,5,9,12
3085,5,9,13
3086,5,9,14
3087,5,9,15
3088,5,9,16
3089,5,9,17
3090,5,9,18
3091,5,9,19
3092,5,9,20
3093,5,9,21
3094,5,9,22
3095,5,9,23
3096,5,10,0
3097,5,10,1
3098,5,10,2
3099,5,10,3
3100,5,10,4
3101,5,10,5
3102,5,10,6
3103,5,10,7
3104,5,10,8
3105,5,10,9
3106,5,10,10
3107,5,10,11
3108,5,10,12
3109,5,10,13
3110,5,10,14
3111,5,10,15
3112,5,10,16
3113,5,10,17
3114,5,10,18
3115,5,10,19
3116,5,10,20
3117,5,10,21
3118,5,10,22
3119,5,10,23
3120,5,11,0
3121,5,11,1
3122,5,11,2
3123,5,11,3
3124,5,11,4
3125,5,11,5
3126,5,11,6
3127,5,11,7
3128,5,11,8
3129,5,11,9
3130,5,11,10
3131,5,11,11
3132,5,11,12
3133,5,11,13
3134,5,11,14
3135,5,11,15
3136,5,11,16
3137,5,11,17
3138,5,11,18
3139,5,11,19
3140,5,11,20
3141,5,11,21
3142,5,11,22
3143,5,11,23
3144,5,12,0
3145,5,12,1
3146,5,12,2
3147,5,12,3
3148,5,12,4
3149,5,12,5
3150,5,12,6
3151,5,12,7
3152,5,12,8
3153,5,12,9
3154,5,12,10
3155,5,12,11
3156,5,12,12
3157,5,12,13
3158,5,12,14
3159,5,12,15
3160,5,12,16
3161,5,12,17
3162,5,12,18
3163,5,12,19
3164,5,12,20
3165,5,12,21
3166,5,12,22
3167,5,12,23
3168,5,13,0
3169,5,13,1
3170,5,13,2
3171,5,13,3
3172,5,13,4
3173,5,13,5
3174,5,13,6
3175,5,13,7
3176,5,13,8
3177,5,13,9
3178,5,13,10
3179,5,13,11
3180,5,13,12
3181,5,13,13
3182,5,13,14
3183,5,13,15
3184,5,13,16
3185,5,13,17
3186,5,13,18
3187,5,13,19
3188,5,13,20
3189,5,13,21
3190,5,13,22
3191,5,13,23
3192,5,14,0
3193,5,14,1
3194,5,14,2
3195,5,14,3
3196,5,14,4
3197,5,14,5
3198,5,14,6
3199,5,14,7
3200,5,14,8
3201,5,14,9
3202,5,14,10
3203,5,14,11
3204,5,14,12
3205,5,14,13
3206,5,14,14
3207,5,14,15
3208,5,14,16
3209,5,14,17
3210,5,14,18
3211,5,14,19
3212,5,14,20
3213,5,14,21
3214,5,14,22
